universe,screen_rule,split_id,as_of_date,symbol,rank,score,lookback_start,lookback_end
liquid_us_equity_250,momentum_21_top10,1,2022-03-11,AWK,10,-0.023438080162070052,2022-02-09,2022-03-11
liquid_us_equity_250,momentum_21_top10,2,2022-06-10,APA,1,0.2744120724506698,2022-05-11,2022-06-10
liquid_us_equity_250,momentum_21_top10,2,2022-06-10,AMT,2,0.1169900808895794,2022-05-11,2022-06-10
liquid_us_equity_250,momentum_21_top10,2,2022-06-10,ALB,3,0.11364367881277548,2022-05-11,2022-06-10
liquid_us_equity_250,momentum_21_top10,2,2022-06-10,AMD,4,0.07848045575046525,2022-05-11,2022-06-10
liquid_us_equity_250,momentum_21_top10,2,2022-06-10,APO,5,0.0754773287741024,2022-05-11,2022-06-10
liquid_us_equity_250,momentum_21_top10,2,2022-06-10,APD,6,0.06573937212056413,2022-05-11,2022-06-10
liquid_us_equity_250,momentum_21_top10,2,2022-06-10,A,7,0.057724377441893404,2022-05-11,2022-06-10
liquid_us_equity_250,momentum_21_top10,2,2022-06-10,AMZN,8,0.04059901881927419,2022-05-11,2022-06-10
liquid_us_equity_250,momentum_21_top10,2,2022-06-10,ADBE,9,0.038251681330921494,2022-05-11,2022-06-10
liquid_us_equity_250,momentum_21_top10,2,2022-06-10,ADI,10,0.037242984124532086,2022-05-11,2022-06-10
liquid_us_equity_250,momentum_21_top10,3,2022-09-12,APA,1,0.14810551356245494,2022-08-11,2022-09-12
liquid_us_equity_250,momentum_21_top10,3,2022-09-12,AES,2,0.133059570452281,2022-08-11,2022-09-12
liquid_us_equity_250,momentum_21_top10,3,2022-09-12,ALB,3,0.11768898085607038,2022-08-11,2022-09-12
liquid_us_equity_250,momentum_21_top10,3,2022-09-12,A,4,0.06002265476895019,2022-08-11,2022-09-12
liquid_us_equity_250,momentum_21_top10,3,2022-09-12,AEP,5,0.039328268666398936,2022-08-11,2022-09-12
liquid_us_equity_250,momentum_21_top10,3,2022-09-12,LNT,6,0.029850776448879346,2022-08-11,2022-09-12
liquid_us_equity_250,momentum_21_top10,3,2022-09-12,ABNB,7,0.027078196835615964,2022-08-11,2022-09-12
liquid_us_equity_250,momentum_21_top10,3,2022-09-12,AEE,8,0.02672491128643184,2022-08-11,2022-09-12
liquid_us_equity_250,momentum_21_top10,3,2022-09-12,AMP,9,0.02089511691125412,2022-08-11,2022-09-12
liquid_us_equity_250,momentum_21_top10,3,2022-09-12,AWK,10,0.010760182498987803,2022-08-11,2022-09-12
liquid_us_equity_250,momentum_21_top10,4,2022-12-09,AMD,1,0.14469289776178096,2022-11-09,2022-12-09
liquid_us_equity_250,momentum_21_top10,4,2022-12-09,ADI,2,0.14302740564358074,2022-11-09,2022-12-09
liquid_us_equity_250,momentum_21_top10,4,2022-12-09,AMAT,3,0.14008650815090884,2022-11-09,2022-12-09
liquid_us_equity_250,momentum_21_top10,4,2022-12-09,AMCR,4,0.13413918703196637,2022-11-09,2022-12-09
liquid_us_equity_250,momentum_21_top10,4,2022-12-09,APD,5,0.1223717111192546,2022-11-09,2022-12-09
liquid_us_equity_250,momentum_21_top10,4,2022-12-09,AWK,6,0.1196040184004008,2022-11-09,2022-12-09
liquid_us_equity_250,momentum_21_top10,4,2022-12-09,A,7,0.11642368439341455,2022-11-09,2022-12-09
liquid_us_equity_250,momentum_21_top10,4,2022-12-09,ADBE,8,0.10630046525343873,2022-11-09,2022-12-09
liquid_us_equity_250,momentum_21_top10,4,2022-12-09,ABBV,9,0.10459286398264123,2022-11-09,2022-12-09
liquid_us_equity_250,momentum_21_top10,4,2022-12-09,AEP,10,0.09974945352445319,2022-11-09,2022-12-09
liquid_us_equity_250,momentum_21_top10,5,2023-03-14,AMD,1,0.07326943231894911,2023-02-10,2023-03-14
liquid_us_equity_250,momentum_21_top10,5,2023-03-14,ABNB,2,0.06879762721421145,2023-02-10,2023-03-14
liquid_us_equity_250,momentum_21_top10,5,2023-03-14,AMAT,3,0.050987303653823535,2023-02-10,2023-03-14
liquid_us_equity_250,momentum_21_top10,5,2023-03-14,ADI,4,0.05036610253473106,2023-02-10,2023-03-14
liquid_us_equity_250,momentum_21_top10,5,2023-03-14,AOS,5,0.020722855648436678,2023-02-10,2023-03-14
liquid_us_equity_250,momentum_21_top10,5,2023-03-14,ALGN,6,0.015674019965479014,2023-02-10,2023-03-14
liquid_us_equity_250,momentum_21_top10,5,2023-03-14,ABBV,7,0.011838390085407546,2023-02-10,2023-03-14
liquid_us_equity_250,momentum_21_top10,5,2023-03-14,AAPL,8,0.010462861802025714,2023-02-10,2023-03-14
liquid_us_equity_250,momentum_21_top10,5,2023-03-14,AEP,9,-0.003313295992459553,2023-02-10,2023-03-14
liquid_us_equity_250,momentum_21_top10,5,2023-03-14,GOOGL,10,-0.006344462728172684,2023-02-10,2023-03-14
liquid_us_equity_250,momentum_21_top10,6,2023-06-13,ADBE,1,0.42790273603792417,2023-05-12,2023-06-13
liquid_us_equity_250,momentum_21_top10,6,2023-06-13,AMD,2,0.30726428707410314,2023-05-12,2023-06-13
liquid_us_equity_250,momentum_21_top10,6,2023-06-13,AMAT,3,0.22452762682915717,2023-05-12,2023-06-13
liquid_us_equity_250,momentum_21_top10,6,2023-06-13,APO,4,0.22422451994091586,2023-05-12,2023-06-13
liquid_us_equity_250,momentum_21_top10,6,2023-06-13,ABNB,5,0.1864165254386223,2023-05-12,2023-06-13
liquid_us_equity_250,momentum_21_top10,6,2023-06-13,AXP,6,0.18393849639056836,2023-05-12,2023-06-13
liquid_us_equity_250,momentum_21_top10,6,2023-06-13,ALB,7,0.16885436287759448,2023-05-12,2023-06-13
liquid_us_equity_250,momentum_21_top10,6,2023-06-13,AMZN,8,0.14873935432738405,2023-05-12,2023-06-13
liquid_us_equity_250,momentum_21_top10,6,2023-06-13,ACN,9,0.13698184033945626,2023-05-12,2023-06-13
liquid_us_equity_250,momentum_21_top10,6,2023-06-13,ALGN,10,0.09638758769608846,2023-05-12,2023-06-13
liquid_us_equity_250,momentum_21_top10,7,2023-09-13,APO,1,0.11137151058282169,2023-08-14,2023-09-13
liquid_us_equity_250,momentum_21_top10,7,2023-09-13,ABNB,2,0.08612271368688362,2023-08-14,2023-09-13
liquid_us_equity_250,momentum_21_top10,7,2023-09-13,ADBE,3,0.059952125531055556,2023-08-14,2023-09-13
liquid_us_equity_250,momentum_21_top10,7,2023-09-13,GOOG,4,0.04301002992441472,2023-08-14,2023-09-13
liquid_us_equity_250,momentum_21_top10,7,2023-09-13,APD,5,0.042651233088804474,2023-08-14,2023-09-13
liquid_us_equity_250,momentum_21_top10,7,2023-09-13,GOOGL,6,0.04096544974860872,2023-08-14,2023-09-13
liquid_us_equity_250,momentum_21_top10,7,2023-09-13,AON,7,0.04058823982410953,2023-08-14,2023-09-13
liquid_us_equity_250,momentum_21_top10,7,2023-09-13,AMZN,8,0.030447453626613497,2023-08-14,2023-09-13
liquid_us_equity_250,momentum_21_top10,7,2023-09-13,MO,9,0.028026759598337003,2023-08-14,2023-09-13
liquid_us_equity_250,momentum_21_top10,7,2023-09-13,ALL,10,0.027289024552641372,2023-08-14,2023-09-13
liquid_us_equity_250,momentum_21_top10,8,2023-12-12,ARE,1,0.22245451136787242,2023-11-10,2023-12-12
liquid_us_equity_250,momentum_21_top10,8,2023-12-12,ABNB,2,0.18958951533295187,2023-11-10,2023-12-12
liquid_us_equity_250,momentum_21_top10,8,2023-12-12,A,3,0.18733277839791684,2023-11-10,2023-12-12
liquid_us_equity_250,momentum_21_top10,8,2023-12-12,AMD,4,0.16038455906743176,2023-11-10,2023-12-12
liquid_us_equity_250,momentum_21_top10,8,2023-12-12,AES,5,0.15987259225691508,2023-11-10,2023-12-12
liquid_us_equity_250,momentum_21_top10,8,2023-12-12,ABT,6,0.13525595829064274,2023-11-10,2023-12-12
liquid_us_equity_250,momentum_21_top10,8,2023-12-12,ALGN,7,0.13188984382395907,2023-11-10,2023-12-12
liquid_us_equity_250,momentum_21_top10,8,2023-12-12,MMM,8,0.12244305768403496,2023-11-10,2023-12-12
liquid_us_equity_250,momentum_21_top10,8,2023-12-12,AMT,9,0.1156755788744408,2023-11-10,2023-12-12
liquid_us_equity_250,momentum_21_top10,8,2023-12-12,ALL,10,0.1150083402547748,2023-11-10,2023-12-12
liquid_us_equity_250,momentum_21_top10,9,2024-03-14,MMM,1,0.13137065094535294,2024-02-13,2024-03-14
liquid_us_equity_250,momentum_21_top10,9,2024-03-14,APD,2,0.12651071921799195,2024-02-13,2024-03-14
liquid_us_equity_250,momentum_21_top10,9,2024-03-14,A,3,0.11906640584086148,2024-02-13,2024-03-14
liquid_us_equity_250,momentum_21_top10,9,2024-03-14,AMAT,4,0.11524724336430636,2024-02-13,2024-03-14
liquid_us_equity_250,momentum_21_top10,9,2024-03-14,ABNB,5,0.10356712875374074,2024-02-13,2024-03-14
liquid_us_equity_250,momentum_21_top10,9,2024-03-14,MO,6,0.10067117783620927,2024-02-13,2024-03-14
liquid_us_equity_250,momentum_21_top10,9,2024-03-14,APA,7,0.09584897388710312,2024-02-13,2024-03-14
liquid_us_equity_250,momentum_21_top10,9,2024-03-14,ARE,8,0.09506077432696358,2024-02-13,2024-03-14
liquid_us_equity_250,momentum_21_top10,9,2024-03-14,AOS,9,0.09299679996482157,2024-02-13,2024-03-14
liquid_us_equity_250,momentum_21_top10,9,2024-03-14,AMD,10,0.0904745533397171,2024-02-13,2024-03-14
liquid_us_equity_250,momentum_21_top10,10,2024-06-13,APD,1,0.14785167229109475,2024-05-14,2024-06-13
liquid_us_equity_250,momentum_21_top10,10,2024-06-13,AAPL,2,0.14304001052740212,2024-05-14,2024-06-13
liquid_us_equity_250,momentum_21_top10,10,2024-06-13,AMAT,3,0.1342250613983007,2024-05-14,2024-06-13
liquid_us_equity_250,momentum_21_top10,10,2024-06-13,ADI,4,0.10861970674720411,2024-05-14,2024-06-13
liquid_us_equity_250,momentum_21_top10,10,2024-06-13,APH,5,0.07327300203038778,2024-05-14,2024-06-13
liquid_us_equity_250,momentum_21_top10,10,2024-06-13,APO,6,0.053023614587845325,2024-05-14,2024-06-13
liquid_us_equity_250,momentum_21_top10,10,2024-06-13,AMT,7,0.05252462728486784,2024-05-14,2024-06-13
liquid_us_equity_250,momentum_21_top10,10,2024-06-13,AMD,8,0.044006203141939704,2024-05-14,2024-06-13
liquid_us_equity_250,momentum_21_top10,10,2024-06-13,AME,9,0.03198232889348107,2024-05-14,2024-06-13
liquid_us_equity_250,momentum_21_top10,10,2024-06-13,ABBV,10,0.03075683457424705,2024-05-14,2024-06-13
liquid_us_equity_250,momentum_21_top10,0,2021-12-09,AAPL,1,0.15748309286737494,2021-11-09,2021-12-09
liquid_us_equity_250,momentum_21_top10,0,2021-12-09,ABBV,2,0.07386900863537438,2021-11-09,2021-12-09
liquid_us_equity_250,momentum_21_top10,0,2021-12-09,AOS,3,0.052852002465579195,2021-11-09,2021-12-09
liquid_us_equity_250,momentum_21_top10,0,2021-12-09,AEE,4,0.050799928069932054,2021-11-09,2021-12-09
liquid_us_equity_250,momentum_21_top10,0,2021-12-09,LNT,5,0.048890542302494566,2021-11-09,2021-12-09
liquid_us_equity_250,momentum_21_top10,0,2021-12-09,ABT,6,0.048248120712266473,2021-11-09,2021-12-09
liquid_us_equity_250,momentum_21_top10,0,2021-12-09,AWK,7,0.037163737806269026,2021-11-09,2021-12-09
liquid_us_equity_250,momentum_21_top10,0,2021-12-09,AES,8,0.027626712681960708,2021-11-09,2021-12-09
liquid_us_equity_250,momentum_21_top10,0,2021-12-09,AFL,9,0.025244468285235966,2021-11-09,2021-12-09
liquid_us_equity_250,momentum_21_top10,0,2021-12-09,AKAM,10,0.023783374326556972,2021-11-09,2021-12-09
liquid_us_equity_250,momentum_21_top10,1,2022-03-11,APA,1,0.16811231417045946,2022-02-09,2022-03-11
liquid_us_equity_250,momentum_21_top10,1,2022-03-11,AEP,2,0.06891930440371286,2022-02-09,2022-03-11
liquid_us_equity_250,momentum_21_top10,1,2022-03-11,ABBV,3,0.04092159656010996,2022-02-09,2022-03-11
liquid_us_equity_250,momentum_21_top10,1,2022-03-11,LNT,4,0.0187753410868996,2022-02-09,2022-03-11
liquid_us_equity_250,momentum_21_top10,1,2022-03-11,AON,5,0.005310290537922979,2022-02-09,2022-03-11
liquid_us_equity_250,momentum_21_top10,1,2022-03-11,AEE,6,0.004105586500930292,2022-02-09,2022-03-11
liquid_us_equity_250,momentum_21_top10,1,2022-03-11,MO,7,-0.002371506031145887,2022-02-09,2022-03-11
liquid_us_equity_250,momentum_21_top10,1,2022-03-11,ALL,8,-0.003415560260827344,2022-02-09,2022-03-11
liquid_us_equity_250,momentum_21_top10,1,2022-03-11,ARE,9,-0.014229678114109023,2022-02-09,2022-03-11
liquid_us_equity_250,momentum_21_top10,1,2022-03-11,AWK,10,-0.023438080162070052,2022-02-09,2022-03-11
liquid_us_equity_250,momentum_21_top10,2,2022-06-10,APA,1,0.2744120724506698,2022-05-11,2022-06-10
liquid_us_equity_250,momentum_21_top10,2,2022-06-10,AMT,2,0.1169900808895794,2022-05-11,2022-06-10
liquid_us_equity_250,momentum_21_top10,2,2022-06-10,ALB,3,0.11364367881277548,2022-05-11,2022-06-10
liquid_us_equity_250,momentum_21_top10,2,2022-06-10,AMD,4,0.07848045575046525,2022-05-11,2022-06-10
liquid_us_equity_250,momentum_21_top10,2,2022-06-10,APO,5,0.0754773287741024,2022-05-11,2022-06-10
liquid_us_equity_250,momentum_21_top10,2,2022-06-10,APD,6,0.06573937212056413,2022-05-11,2022-06-10
liquid_us_equity_250,momentum_21_top10,2,2022-06-10,A,7,0.057724377441893404,2022-05-11,2022-06-10
liquid_us_equity_250,momentum_21_top10,2,2022-06-10,AMZN,8,0.04059901881927419,2022-05-11,2022-06-10
liquid_us_equity_250,momentum_21_top10,2,2022-06-10,ADBE,9,0.038251681330921494,2022-05-11,2022-06-10
liquid_us_equity_250,momentum_21_top10,2,2022-06-10,ADI,10,0.037242984124532086,2022-05-11,2022-06-10
liquid_us_equity_250,momentum_21_top10,3,2022-09-12,APA,1,0.14810551356245494,2022-08-11,2022-09-12
liquid_us_equity_250,momentum_21_top10,3,2022-09-12,AES,2,0.133059570452281,2022-08-11,2022-09-12
liquid_us_equity_250,momentum_21_top10,3,2022-09-12,ALB,3,0.11768898085607038,2022-08-11,2022-09-12
liquid_us_equity_250,momentum_21_top10,3,2022-09-12,A,4,0.06002265476895019,2022-08-11,2022-09-12
liquid_us_equity_250,momentum_21_top10,3,2022-09-12,AEP,5,0.039328268666398936,2022-08-11,2022-09-12
liquid_us_equity_250,momentum_21_top10,3,2022-09-12,LNT,6,0.029850776448879346,2022-08-11,2022-09-12
liquid_us_equity_250,momentum_21_top10,3,2022-09-12,ABNB,7,0.027078196835615964,2022-08-11,2022-09-12
liquid_us_equity_250,momentum_21_top10,3,2022-09-12,AEE,8,0.02672491128643184,2022-08-11,2022-09-12
liquid_us_equity_250,momentum_21_top10,3,2022-09-12,AMP,9,0.02089511691125412,2022-08-11,2022-09-12
liquid_us_equity_250,momentum_21_top10,3,2022-09-12,AWK,10,0.010760182498987803,2022-08-11,2022-09-12
liquid_us_equity_250,momentum_21_top10,4,2022-12-09,AMD,1,0.14469289776178096,2022-11-09,2022-12-09
liquid_us_equity_250,momentum_21_top10,4,2022-12-09,ADI,2,0.14302740564358074,2022-11-09,2022-12-09
liquid_us_equity_250,momentum_21_top10,4,2022-12-09,AMAT,3,0.14008650815090884,2022-11-09,2022-12-09
liquid_us_equity_250,momentum_21_top10,4,2022-12-09,AMCR,4,0.13413918703196637,2022-11-09,2022-12-09
liquid_us_equity_250,momentum_21_top10,4,2022-12-09,APD,5,0.1223717111192546,2022-11-09,2022-12-09
liquid_us_equity_250,momentum_21_top10,4,2022-12-09,AWK,6,0.1196040184004008,2022-11-09,2022-12-09
liquid_us_equity_250,momentum_21_top10,4,2022-12-09,A,7,0.11642368439341455,2022-11-09,2022-12-09
liquid_us_equity_250,momentum_21_top10,4,2022-12-09,ADBE,8,0.10630046525343873,2022-11-09,2022-12-09
liquid_us_equity_250,momentum_21_top10,4,2022-12-09,ABBV,9,0.10459286398264123,2022-11-09,2022-12-09
liquid_us_equity_250,momentum_21_top10,4,2022-12-09,AEP,10,0.09974945352445319,2022-11-09,2022-12-09
liquid_us_equity_250,momentum_21_top10,5,2023-03-14,AMD,1,0.07326943231894911,2023-02-10,2023-03-14
liquid_us_equity_250,momentum_21_top10,5,2023-03-14,ABNB,2,0.06879762721421145,2023-02-10,2023-03-14
liquid_us_equity_250,momentum_21_top10,5,2023-03-14,AMAT,3,0.050987303653823535,2023-02-10,2023-03-14
liquid_us_equity_250,momentum_21_top10,5,2023-03-14,ADI,4,0.05036610253473106,2023-02-10,2023-03-14
liquid_us_equity_250,momentum_21_top10,5,2023-03-14,AOS,5,0.020722855648436678,2023-02-10,2023-03-14
liquid_us_equity_250,momentum_21_top10,5,2023-03-14,ALGN,6,0.015674019965479014,2023-02-10,2023-03-14
liquid_us_equity_250,momentum_21_top10,5,2023-03-14,ABBV,7,0.011838390085407546,2023-02-10,2023-03-14
liquid_us_equity_250,momentum_21_top10,5,2023-03-14,AAPL,8,0.010462861802025714,2023-02-10,2023-03-14
liquid_us_equity_250,momentum_21_top10,5,2023-03-14,AEP,9,-0.003313295992459553,2023-02-10,2023-03-14
liquid_us_equity_250,momentum_21_top10,5,2023-03-14,GOOGL,10,-0.006344462728172684,2023-02-10,2023-03-14
liquid_us_equity_250,momentum_21_top10,6,2023-06-13,ADBE,1,0.42790273603792417,2023-05-12,2023-06-13
liquid_us_equity_250,momentum_21_top10,6,2023-06-13,AMD,2,0.30726428707410314,2023-05-12,2023-06-13
liquid_us_equity_250,momentum_21_top10,6,2023-06-13,AMAT,3,0.22452762682915717,2023-05-12,2023-06-13
liquid_us_equity_250,momentum_21_top10,6,2023-06-13,APO,4,0.22422451994091586,2023-05-12,2023-06-13
liquid_us_equity_250,momentum_21_top10,6,2023-06-13,ABNB,5,0.1864165254386223,2023-05-12,2023-06-13
liquid_us_equity_250,momentum_21_top10,6,2023-06-13,AXP,6,0.18393849639056836,2023-05-12,2023-06-13
liquid_us_equity_250,momentum_21_top10,6,2023-06-13,ALB,7,0.16885436287759448,2023-05-12,2023-06-13
liquid_us_equity_250,momentum_21_top10,6,2023-06-13,AMZN,8,0.14873935432738405,2023-05-12,2023-06-13
liquid_us_equity_250,momentum_21_top10,6,2023-06-13,ACN,9,0.13698184033945626,2023-05-12,2023-06-13
liquid_us_equity_250,momentum_21_top10,6,2023-06-13,ALGN,10,0.09638758769608846,2023-05-12,2023-06-13
liquid_us_equity_250,momentum_21_top10,7,2023-09-13,APO,1,0.11137151058282169,2023-08-14,2023-09-13
liquid_us_equity_250,momentum_21_top10,7,2023-09-13,ABNB,2,0.08612271368688362,2023-08-14,2023-09-13
liquid_us_equity_250,momentum_21_top10,7,2023-09-13,ADBE,3,0.059952125531055556,2023-08-14,2023-09-13
liquid_us_equity_250,momentum_21_top10,7,2023-09-13,GOOG,4,0.04301002992441472,2023-08-14,2023-09-13
liquid_us_equity_250,momentum_21_top10,7,2023-09-13,APD,5,0.042651233088804474,2023-08-14,2023-09-13
liquid_us_equity_250,momentum_21_top10,7,2023-09-13,GOOGL,6,0.04096544974860872,2023-08-14,2023-09-13
liquid_us_equity_250,momentum_21_top10,7,2023-09-13,AON,7,0.04058823982410953,2023-08-14,2023-09-13
liquid_us_equity_250,momentum_21_top10,7,2023-09-13,AMZN,8,0.030447453626613497,2023-08-14,2023-09-13
liquid_us_equity_250,momentum_21_top10,7,2023-09-13,MO,9,0.028026759598337003,2023-08-14,2023-09-13
liquid_us_equity_250,momentum_21_top10,7,2023-09-13,ALL,10,0.027289024552641372,2023-08-14,2023-09-13
liquid_us_equity_250,momentum_21_top10,8,2023-12-12,ARE,1,0.22245451136787242,2023-11-10,2023-12-12
liquid_us_equity_250,momentum_21_top10,8,2023-12-12,ABNB,2,0.18958951533295187,2023-11-10,2023-12-12
liquid_us_equity_250,momentum_21_top10,8,2023-12-12,A,3,0.18733277839791684,2023-11-10,2023-12-12
liquid_us_equity_250,momentum_21_top10,8,2023-12-12,AMD,4,0.16038455906743176,2023-11-10,2023-12-12
liquid_us_equity_250,momentum_21_top10,8,2023-12-12,AES,5,0.15987259225691508,2023-11-10,2023-12-12
liquid_us_equity_250,momentum_21_top10,8,2023-12-12,ABT,6,0.13525595829064274,2023-11-10,2023-12-12
liquid_us_equity_250,momentum_21_top10,8,2023-12-12,ALGN,7,0.13188984382395907,2023-11-10,2023-12-12
liquid_us_equity_250,momentum_21_top10,8,2023-12-12,MMM,8,0.12244305768403496,2023-11-10,2023-12-12
liquid_us_equity_250,momentum_21_top10,8,2023-12-12,AMT,9,0.1156755788744408,2023-11-10,2023-12-12
liquid_us_equity_250,momentum_21_top10,8,2023-12-12,ALL,10,0.1150083402547748,2023-11-10,2023-12-12
liquid_us_equity_250,momentum_21_top10,9,2024-03-14,MMM,1,0.13137065094535294,2024-02-13,2024-03-14
liquid_us_equity_250,momentum_21_top10,9,2024-03-14,APD,2,0.12651071921799195,2024-02-13,2024-03-14
liquid_us_equity_250,momentum_21_top10,9,2024-03-14,A,3,0.11906640584086148,2024-02-13,2024-03-14
liquid_us_equity_250,momentum_21_top10,9,2024-03-14,AMAT,4,0.11524724336430636,2024-02-13,2024-03-14
liquid_us_equity_250,momentum_21_top10,9,2024-03-14,ABNB,5,0.10356712875374074,2024-02-13,2024-03-14
liquid_us_equity_250,momentum_21_top10,9,2024-03-14,MO,6,0.10067117783620927,2024-02-13,2024-03-14
liquid_us_equity_250,momentum_21_top10,9,2024-03-14,APA,7,0.09584897388710312,2024-02-13,2024-03-14
liquid_us_equity_250,momentum_21_top10,9,2024-03-14,ARE,8,0.09506077432696358,2024-02-13,2024-03-14
liquid_us_equity_250,momentum_21_top10,9,2024-03-14,AOS,9,0.09299679996482157,2024-02-13,2024-03-14
liquid_us_equity_250,momentum_21_top10,9,2024-03-14,AMD,10,0.0904745533397171,2024-02-13,2024-03-14
liquid_us_equity_250,momentum_21_top10,10,2024-06-13,APD,1,0.14785167229109475,2024-05-14,2024-06-13
liquid_us_equity_250,momentum_21_top10,10,2024-06-13,AAPL,2,0.14304001052740212,2024-05-14,2024-06-13
liquid_us_equity_250,momentum_21_top10,10,2024-06-13,AMAT,3,0.1342250613983007,2024-05-14,2024-06-13
liquid_us_equity_250,momentum_21_top10,10,2024-06-13,ADI,4,0.10861970674720411,2024-05-14,2024-06-13
liquid_us_equity_250,momentum_21_top10,10,2024-06-13,APH,5,0.07327300203038778,2024-05-14,2024-06-13
liquid_us_equity_250,momentum_21_top10,10,2024-06-13,APO,6,0.053023614587845325,2024-05-14,2024-06-13
liquid_us_equity_250,momentum_21_top10,10,2024-06-13,AMT,7,0.05252462728486784,2024-05-14,2024-06-13
liquid_us_equity_250,momentum_21_top10,10,2024-06-13,AMD,8,0.044006203141939704,2024-05-14,2024-06-13
liquid_us_equity_250,momentum_21_top10,10,2024-06-13,AME,9,0.03198232889348107,2024-05-14,2024-06-13
liquid_us_equity_250,momentum_21_top10,10,2024-06-13,ABBV,10,0.03075683457424705,2024-05-14,2024-06-13
liquid_us_equity_250,momentum_63_top10,0,2021-12-09,APA,1,0.39592711339016207,2021-09-10,2021-12-09
liquid_us_equity_250,momentum_63_top10,0,2021-12-09,AMD,2,0.3127377386851071,2021-09-10,2021-12-09
liquid_us_equity_250,momentum_63_top10,0,2021-12-09,AOS,3,0.18717304712281457,2021-09-10,2021-12-09
liquid_us_equity_250,momentum_63_top10,0,2021-12-09,ABBV,4,0.1778693891048213,2021-09-10,2021-12-09
liquid_us_equity_250,momentum_63_top10,0,2021-12-09,AAPL,5,0.17348993510206734,2021-09-10,2021-12-09
liquid_us_equity_250,momentum_63_top10,0,2021-12-09,APO,6,0.16864164236938328,2021-09-10,2021-12-09
liquid_us_equity_250,momentum_63_top10,0,2021-12-09,AMP,7,0.11892051658037595,2021-09-10,2021-12-09
